combination_id,instance_name,gamma,k,mcts_budget,mcts_exploration_const,mcts_max_depth,lns_repair_depth,stagnation_iter,lns_rcl_alpha,avg_solution_size,max_solution_size,avg_solution_density,max_solution_density,avg_run_time_seconds,min_run_time_seconds,max_run_time_seconds,timeout_count,total_runs
13,p_hat700-2.clq,0.85,223,1500,1.414,30,10,1000,1.0,223.00,223,0.8501,0.8501,0.28,0.28,0.29,0,2
13,p_hat700-3.clq,0.85,430,1500,1.414,30,10,1000,1.0,430.00,430,0.8502,0.8504,0.45,0.44,0.47,0,2
13,p_hat1500-2.clq,0.85,487,1500,1.414,30,10,1000,1.0,487.00,487,0.8501,0.8501,2.53,2.52,2.55,0,2
13,p_hat1500-3.clq,0.85,943,1500,1.414,30,10,1000,1.0,943.00,943,0.8500,0.8500,3.97,3.97,3.97,0,2
13,keller5.clq,0.85,286,1500,1.414,30,10,1000,1.0,286.00,286,0.8493,0.8493,61.95,60.21,63.68,2,2
13,p_hat300-2.clq,0.95,41,1500,1.414,30,10,1000,1.0,41.00,41,0.9500,0.9500,1.17,0.04,2.31,0,2
13,brock200_2.clq,0.95,13,1500,1.414,30,10,1000,1.0,13.00,13,0.9615,0.9615,33.88,16.26,51.50,0,2
13,hamming8-4.clq,0.95,17,1500,1.414,30,10,1000,1.0,17.00,17,0.9559,0.9559,0.01,0.01,0.01,0,2
13,keller4.clq,0.95,15,1500,1.414,30,10,1000,1.0,15.00,15,0.9571,0.9619,4.83,4.52,5.14,0,2
13,brock200_4.clq,0.95,21,1500,1.414,30,10,1000,1.0,21.00,21,0.9548,0.9571,3.85,1.09,6.60,0,2
13,p_hat1500-3.clq,0.95,351,1500,1.414,30,10,1000,1.0,351.00,351,0.9500,0.9500,2.23,2.18,2.27,0,2
13,keller5.clq,0.95,47,1500,1.414,30,10,1000,1.0,47.00,47,0.9473,0.9482,68.89,68.35,69.42,2,2
14,brock200_4.clq,0.85,39,1500,1.414,30,10,1000,0.85,39.00,39,0.8502,0.8502,4.60,2.31,6.89,0,2
14,p_hat300-3.clq,0.85,180,1500,1.414,30,10,1000,0.85,180.00,180,0.8502,0.8503,0.04,0.04,0.04,0,2
14,brock400_2.clq,0.85,100,1500,1.414,30,10,1000,0.85,100.00,100,0.8343,0.8360,62.17,62.01,62.34,2,2
14,brock400_4.clq,0.85,102,1500,1.414,30,10,1000,0.85,102.00,102,0.8415,0.8474,61.31,60.01,62.61,2,2
14,p_hat700-1.clq,0.85,19,1500,1.414,30,10,1000,0.85,19.00,19,0.7982,0.8070,60.02,60.02,60.02,2,2
14,p_hat700-2.clq,0.85,223,1500,1.414,30,10,1000,0.85,223.00,223,0.8501,0.8501,0.29,0.28,0.30,0,2
14,p_hat700-3.clq,0.85,430,1500,1.414,30,10,1000,0.85,430.00,430,0.8502,0.8504,0.43,0.42,0.44,0,2
14,p_hat1500-2.clq,0.85,487,1500,1.414,30,10,1000,0.85,487.00,487,0.8501,0.8501,2.47,2.47,2.48,0,2
14,p_hat1500-3.clq,0.85,943,1500,1.414,30,10,1000,0.85,943.00,943,0.8500,0.8500,3.89,3.88,3.89,0,2
14,keller5.clq,0.85,286,1500,1.414,30,10,1000,0.85,286.00,286,0.8486,0.8489,62.41,62.28,62.54,2,2
14,p_hat300-2.clq,0.95,41,1500,1.414,30,10,1000,0.85,41.00,41,0.9500,0.9500,1.17,0.03,2.31,0,2
14,brock200_2.clq,0.95,13,1500,1.414,30,10,1000,0.85,13.00,13,0.9038,0.9231,60.11,60.00,60.21,2,2
14,hamming8-4.clq,0.95,17,1500,1.414,30,10,1000,0.85,17.00,17,0.9559,0.9559,0.01,0.01,0.01,0,2
14,keller4.clq,0.95,15,1500,1.414,30,10,1000,0.85,15.00,15,0.9524,0.9524,9.85,7.49,12.21,0,2
14,brock200_4.clq,0.95,21,1500,1.414,30,10,1000,0.85,21.00,21,0.9524,0.9524,7.46,6.56,8.35,0,2
14,p_hat1500-3.clq,0.95,351,1500,1.414,30,10,1000,0.85,351.00,351,0.9500,0.9500,2.21,2.14,2.27,0,2
14,keller5.clq,0.95,47,1500,1.414,30,10,1000,0.85,47.00,47,0.9315,0.9454,61.97,60.06,63.89,2,2
15,brock200_4.clq,0.85,39,1500,1.414,30,30,1000,1.0,39.00,39,0.8502,0.8502,3.41,2.98,3.84,0,2
15,p_hat300-3.clq,0.85,180,1500,1.414,30,30,1000,1.0,180.00,180,0.8502,0.8503,0.04,0.04,0.05,0,2
15,brock400_2.clq,0.85,100,1500,1.414,30,30,1000,1.0,100.00,100,0.8475,0.8483,60.71,60.02,61.41,2,2
15,brock400_4.clq,0.85,102,1500,1.414,30,30,1000,1.0,102.00,102,0.8492,0.8501,48.11,34.46,61.77,1,2
15,p_hat700-1.clq,0.85,19,1500,1.414,30,30,1000,1.0,19.00,19,0.8012,0.8538,56.30,45.25,67.34,1,2
15,p_hat700-2.clq,0.85,223,1500,1.414,30,30,1000,1.0,223.00,223,0.8501,0.8501,0.27,0.27,0.27,0,2
15,p_hat700-3.clq,0.85,430,1500,1.414,30,30,1000,1.0,430.00,430,0.8502,0.8504,0.42,0.41,0.42,0,2
15,p_hat1500-2.clq,0.85,487,1500,1.414,30,30,1000,1.0,487.00,487,0.8501,0.8501,2.45,2.42,2.47,0,2
15,p_hat1500-3.clq,0.85,943,1500,1.414,30,30,1000,1.0,943.00,943,0.8500,0.8500,3.86,3.86,3.87,0,2
15,keller5.clq,0.85,286,1500,1.414,30,30,1000,1.0,286.00,286,0.8493,0.8493,70.44,69.78,71.11,2,2
15,p_hat300-2.clq,0.95,41,1500,1.414,30,30,1000,1.0,41.00,41,0.9500,0.9500,1.87,0.04,3.70,0,2
15,brock200_2.clq,0.95,13,1500,1.414,30,30,1000,1.0,13.00,13,0.9295,0.9615,36.75,13.18,60.33,1,2
15,hamming8-4.clq,0.95,17,1500,1.414,30,30,1000,1.0,17.00,17,0.9559,0.9559,0.01,0.01,0.01,0,2
15,keller4.clq,0.95,15,1500,1.414,30,30,1000,1.0,15.00,15,0.9619,0.9619,9.25,7.16,11.34,0,2
15,brock200_4.clq,0.95,21,1500,1.414,30,30,1000,1.0,21.00,21,0.9548,0.9571,15.60,1.33,29.88,0,2
15,p_hat1500-3.clq,0.95,351,1500,1.414,30,30,1000,1.0,351.00,351,0.9500,0.9500,2.25,2.21,2.28,0,2
15,keller5.clq,0.95,47,1500,1.414,30,30,1000,1.0,47.00,47,0.9473,0.9482,69.17,67.22,71.12,2,2
16,brock200_4.clq,0.85,39,1500,1.414,30,30,1000,0.85,39.00,39,0.8502,0.8502,2.36,1.58,3.15,0,2
16,p_hat300-3.clq,0.85,180,1500,1.414,30,30,1000,0.85,180.00,180,0.8502,0.8503,0.04,0.04,0.05,0,2
16,brock400_2.clq,0.85,100,1500,1.414,30,30,1000,0.85,100.00,100,0.8467,0.8477,64.46,64.26,64.66,2,2
16,brock400_4.clq,0.85,102,1500,1.414,30,30,1000,0.85,102.00,102,0.8494,0.8495,62.34,60.01,64.66,2,2
16,p_hat700-1.clq,0.85,19,1500,1.414,30,30,1000,0.85,19.00,19,0.7836,0.7895,67.98,67.81,68.15,2,2
16,p_hat700-2.clq,0.85,223,1500,1.414,30,30,1000,0.85,223.00,223,0.8501,0.8501,0.27,0.27,0.27,0,2
16,p_hat700-3.clq,0.85,430,1500,1.414,30,30,1000,0.85,430.00,430,0.8502,0.8504,0.41,0.41,0.41,0,2
16,p_hat1500-2.clq,0.85,487,1500,1.414,30,30,1000,0.85,487.00,487,0.8501,0.8501,2.46,2.45,2.46,0,2
16,p_hat1500-3.clq,0.85,943,1500,1.414,30,30,1000,0.85,943.00,943,0.8500,0.8500,3.85,3.84,3.86,0,2
16,keller5.clq,0.85,286,1500,1.414,30,30,1000,0.85,286.00,286,0.8493,0.8493,63.29,63.17,63.40,2,2
16,p_hat300-2.clq,0.95,41,1500,1.414,30,30,1000,0.85,41.00,41,0.9500,0.9500,1.87,0.04,3.69,0,2
16,brock200_2.clq,0.95,13,1500,1.414,30,30,1000,0.85,13.00,13,0.9615,0.9615,13.65,8.70,18.61,0,2
16,hamming8-4.clq,0.95,17,1500,1.414,30,30,1000,0.85,17.00,17,0.9559,0.9559,0.01,0.01,0.01,0,2
16,keller4.clq,0.95,15,1500,1.414,30,30,1000,0.85,15.00,15,0.9571,0.9619,4.65,3.09,6.20,0,2
16,brock200_4.clq,0.95,21,1500,1.414,30,30,1000,0.85,21.00,21,0.9524,0.9524,8.41,7.63,9.20,0,2
16,p_hat1500-3.clq,0.95,351,1500,1.414,30,30,1000,0.85,351.00,351,0.9500,0.9500,2.23,2.17,2.29,0,2
16,keller5.clq,0.95,47,1500,1.414,30,30,1000,0.85,47.00,47,0.9431,0.9445,71.97,70.82,73.12,2,2
